person_id,entry_time,exit_time,section_A_in,section_A_out,section_B_in,section_B_out,section_C_in,section_C_out,gender,age,total_time,A_time,B_time,C_time
1819,23:56:21,23:56:41,23:56:21,,,,,,male,60+,20,0,0,0
1820,23:56:24,23:56:45,,,,,,,male,60+,21,0,0,0
1823,23:56:28,0:12:10,,,,,,,male,60+,0,0,0,0
1826,23:56:31,23:58:01,23:56:57,23:57:19,,,23:57:43,,female,20-39,90,22,0,0
1831,23:56:42,23:57:27,23:57:02,,,,,,male,60+,45,0,0,0
1832,23:56:44,23:57:59,23:56:44,23:57:16,23:57:28,,,,male,60+,75,32,0,0
1838,23:56:48,23:57:09,23:56:48,,,,,,female,0-19,21,0,0,0
1840,23:56:53,0:06:04,,,,,,,male,60+,0,0,0,0
1841,23:56:54,0:00:08,,,23:56:54,,,,male,60+,0,0,0,0
1842,23:56:58,0:00:25,23:59:28,23:58:51,,,,,male,60+,0,0,0,0
1843,23:56:59,0:02:41,,,,,23:59:57,0:01:12,female,60+,0,0,0,0
1845,23:57:05,23:57:31,,,,,,,male,60+,26,0,0,0
1847,23:57:09,23:57:39,,,,,,,male,60+,30,0,0,0
1848,23:57:10,23:57:33,,,,,,,male,60+,23,0,0,0
1849,23:57:11,23:57:33,,,,,,,male,60+,22,0,0,0
1850,23:57:12,0:01:18,,,,,23:57:12,23:59:40,male,60+,0,0,0,148
1851,23:57:14,23:57:36,,,23:57:14,,,,male,60+,22,0,0,0
1854,23:57:17,23:57:41,,,,,23:57:18,,male,60+,24,0,0,0
1855,23:57:18,0:06:01,,,,,0:01:22,0:03:10,male,60+,0,0,0,108
1860,23:57:21,0:01:57,23:57:21,23:58:29,23:59:51,0:01:30,,,male,40-59,0,68,0,0
1863,23:57:22,23:58:01,,,,,23:57:23,,female,60+,39,0,0,0
1866,23:57:34,23:57:53,,,,,,,male,20-39,19,0,0,0
1867,23:57:36,23:57:53,23:57:36,,,,,,male,40-59,17,0,0,0
1870,23:57:45,23:58:04,,,,,,,male,60+,19,0,0,0
1871,23:57:47,23:58:19,,,23:57:48,,,,male,60+,32,0,0,0
1872,23:57:48,0:03:56,,,0:00:02,0:03:18,,,male,60+,0,0,196,0
1881,23:58:02,0:02:08,,,,,,,female,60+,0,0,0,0
1883,23:58:03,0:00:19,23:58:03,,,,,,male,0-19,0,0,0,0
1887,23:58:06,23:58:49,,,,,,,male,20-39,43,0,0,0
1889,23:58:07,23:58:26,23:58:09,,,,,,male,60+,19,0,0,0
1890,23:58:08,0:09:07,,,,,0:08:05,0:08:05,male,60+,0,0,0,0
1895,23:58:14,0:33:14,0:10:29,0:12:31,0:21:28,0:22:49,0:24:20,0:25:39,male,60+,0,122,81,79
1896,23:58:15,0:50:14,,,,,,,male,20-39,0,0,0,0
1897,23:58:16,0:02:34,0:01:59,,,,,,male,60+,0,0,0,0
1902,23:58:30,23:58:52,,,,,23:58:30,,male,60+,22,0,0,0
1904,23:58:31,23:58:54,,,,,,,male,60+,23,0,0,0
1905,23:58:32,23:59:58,,,23:59:36,23:59:35,,,male,60+,86,0,0,0
1908,23:58:36,23:58:59,,,23:58:36,,,,male,40-59,23,0,0,0
1911,23:58:41,23:59:00,,,23:58:41,,,,female,60+,19,0,0,0
1916,23:58:44,23:59:43,23:58:44,,,,,,male,60+,59,0,0,0
1918,23:58:46,0:06:20,,,,,23:58:48,,male,60+,0,0,0,0
1919,23:58:55,23:59:24,23:58:55,,,,,,female,40-59,29,0,0,0
1921,23:58:57,23:59:43,,,,,,,male,60+,46,0,0,0
1924,23:59:04,0:09:46,0:07:04,0:08:08,,,0:08:35,,male,60+,0,64,0,0
1928,23:59:08,23:59:34,,,,,,,male,60+,26,0,0,0
1931,23:59:09,0:02:16,,,,,,,male,60+,0,0,0,0
1940,23:59:19,23:59:50,23:59:19,,,,,,female,60+,31,0,0,0
1941,23:59:22,23:59:50,,,,,,,female,20-39,28,0,0,0
1942,23:59:24,0:02:02,0:01:01,23:59:27,,,23:59:52,0:00:04,male,60+,0,86306,0,0
1943,23:59:25,0:00:03,,,,,,,female,60+,0,0,0,0
1949,23:59:37,0:26:47,,,,,0:24:09,0:24:28,female,60+,0,0,0,19
1951,23:59:39,0:02:45,,,23:59:44,0:00:41,,,female,60+,0,0,0,0
1952,23:59:45,0:03:23,0:01:20,0:02:29,,,0:00:50,0:00:50,male,0-19,0,69,0,0
1953,23:59:46,0:01:48,,,,,0:00:44,,male,60+,0,0,0,0
1954,23:59:48,0:01:26,,,,,,,male,60+,0,0,0,0
1955,23:59:50,0:02:51,0:02:16,,,,,,male,60+,0,0,0,0
1957,23:59:54,0:01:48,,,,,,,male,60+,0,0,0,0
1958,23:59:55,0:02:26,,,,,,,male,60+,0,0,0,0
1959,23:59:56,0:01:37,,,,,23:59:56,0:00:20,male,60+,0,0,0,0
1964,0:00:05,0:00:34,,,,,,,male,20-39,29,0,0,0
1965,0:00:06,0:00:55,,,,,,,female,60+,49,0,0,0
1966,0:00:07,0:00:35,,,,,,,male,60+,28,0,0,0
1967,0:00:08,0:00:35,,,,,,,male,60+,27,0,0,0
1971,0:00:13,0:01:22,,,,,0:00:13,,male,60+,69,0,0,0
1973,0:00:14,0:03:25,0:01:23,0:02:27,,,0:00:36,0:00:41,male,60+,191,64,0,5
1974,0:00:15,0:00:54,,,,,0:00:32,0:00:34,male,40-59,39,0,0,2
1975,0:00:17,0:04:39,,,,,0:01:36,0:02:13,male,20-39,262,0,0,37
1978,0:00:21,0:01:04,0:00:21,,,,,,female,60+,43,0,0,0
1979,0:00:23,0:01:20,,,,,0:00:23,,female,60+,57,0,0,0
1981,0:00:28,0:00:49,,,0:00:28,,,,male,60+,21,0,0,0
1985,0:00:37,0:01:11,,,,,,,male,0-19,34,0,0,0
1989,0:00:43,0:03:23,0:01:27,0:01:33,,,,,male,60+,160,6,0,0
1993,0:00:46,0:02:23,0:01:59,,,,,,female,60+,97,0,0,0
1995,0:00:47,0:03:12,0:00:48,,,,,,female,60+,145,0,0,0
1997,0:00:49,0:09:17,,,,,0:00:49,0:06:45,male,60+,508,0,0,356
1999,0:00:51,0:01:56,0:00:51,,,,,,male,60+,65,0,0,0
2003,0:00:58,0:01:49,,,,,,,male,60+,51,0,0,0
2004,0:01:00,0:02:49,,,,,0:01:47,0:01:19,male,60+,109,0,0,0
2008,0:01:05,0:03:26,0:01:30,0:02:53,,,,,male,60+,141,83,0,0
2011,0:01:09,0:03:12,0:01:09,,,,,,male,20-39,123,0,0,0
2012,0:01:13,0:01:38,0:01:13,,,,,,female,60+,25,0,0,0
2013,0:01:15,0:02:38,0:01:15,,,,,,male,60+,83,0,0,0
2015,0:01:17,0:01:55,0:01:35,,,,,,male,60+,38,0,0,0
2018,0:01:21,0:01:50,0:01:21,,,,,,male,60+,29,0,0,0
2023,0:01:24,0:01:57,,,,,,,male,0-19,33,0,0,0
2027,0:01:33,0:03:23,0:01:33,,,,,,female,60+,110,0,0,0
2030,0:01:40,0:08:22,0:01:43,0:02:41,,,0:08:04,0:05:35,male,60+,402,58,0,0
2032,0:01:42,0:04:53,0:02:06,0:02:27,,,0:03:33,0:03:19,male,60+,191,21,0,0
2036,0:02:03,0:02:31,,,,,,,male,20-39,28,0,0,0
2037,0:02:04,0:02:41,,,,,,,male,60+,37,0,0,0
2040,0:02:07,0:02:44,,,,,,,male,20-39,37,0,0,0
2042,0:02:09,0:03:08,,,,,,,male,60+,59,0,0,0
2044,0:02:12,0:02:39,,,,,,,male,60+,27,0,0,0
2045,0:02:14,0:09:16,,,,,,,male,20-39,422,0,0,0
2046,0:02:16,0:02:41,,,,,,,male,20-39,25,0,0,0
2047,0:02:17,0:14:15,0:13:21,0:13:14,,,0:02:58,0:09:29,male,60+,718,0,0,391
2048,0:02:19,0:12:59,,,,,0:09:22,0:09:14,female,20-39,640,0,0,0
2051,0:02:22,0:09:54,,,,,0:07:54,0:08:39,female,60+,452,0,0,45
2052,0:02:25,0:12:26,,,,,0:12:08,0:10:53,male,60+,601,0,0,0
2055,0:02:29,0:02:52,,,,,,,male,20-39,23,0,0,0
2060,0:02:36,0:03:00,,,,,,,male,0-19,24,0,0,0
2061,0:02:38,0:04:13,,,,,,,male,60+,95,0,0,0
2062,0:02:40,0:03:11,,,,,0:02:40,,male,60+,31,0,0,0
2065,0:02:43,0:06:43,,,,,0:03:18,0:03:18,male,60+,240,0,0,0
2069,0:02:51,0:06:42,,,0:06:22,,0:06:04,0:06:08,male,60+,231,0,0,4
2070,0:02:53,0:14:04,0:12:34,0:12:34,,,0:13:27,0:13:26,male,0-19,671,0,0,0
2071,0:02:55,0:04:22,,,,,0:03:23,0:03:27,female,60+,87,0,0,4
2074,0:03:03,0:04:54,,,,,,,male,60+,111,0,0,0
2075,0:03:04,0:03:22,,,,,,,male,20-39,18,0,0,0
2077,0:03:06,0:03:31,,,,,0:03:06,,female,60+,25,0,0,0
2080,0:03:09,0:03:29,,,,,,,female,60+,20,0,0,0
2088,0:03:21,0:03:52,0:03:21,,,,,,male,60+,31,0,0,0
2089,0:03:25,0:03:48,,,,,,,female,60+,23,0,0,0
2093,0:03:27,0:03:52,,,,,,,female,20-39,25,0,0,0
2095,0:03:29,0:07:55,,,,,0:04:38,,male,20-39,266,0,0,0
2096,0:03:29,0:04:57,,,,,0:03:29,,male,20-39,88,0,0,0
2099,0:03:32,0:03:54,,,0:03:33,0:03:33,,,male,60+,22,0,0,0
2100,0:03:34,0:05:03,,,,,,,male,60+,89,0,0,0
2101,0:03:35,0:04:17,,,,,,,male,60+,42,0,0,0
2104,0:03:36,0:04:10,,,,,,,male,60+,34,0,0,0
2107,0:03:39,0:04:39,,,,,,,male,20-39,60,0,0,0
2115,0:03:44,0:12:10,,,,,0:10:54,0:10:59,male,60+,506,0,0,5
2120,0:03:50,0:04:26,,,,,0:03:51,,female,60+,36,0,0,0
2123,0:03:57,0:04:14,0:03:58,,,,,,male,60+,17,0,0,0
2131,0:04:09,0:04:46,0:04:14,,,,,,female,60+,37,0,0,0
2132,0:04:15,0:05:19,,,,,,,female,20-39,64,0,0,0
2136,0:04:20,0:04:56,,,,,,,male,60+,36,0,0,0
2139,0:04:21,0:09:24,,,,,0:05:02,0:05:05,male,60+,303,0,0,3
2141,0:04:24,0:04:47,,,,,0:04:24,,female,20-39,23,0,0,0
2144,0:04:27,0:04:59,,,,,0:04:32,0:04:32,male,60+,32,0,0,0
2149,0:04:31,0:05:45,,,,,,,female,60+,74,0,0,0
2150,0:04:33,0:06:03,,,,,0:05:00,0:05:25,male,60+,90,0,0,25
2151,0:04:35,0:04:54,,,,,,,male,0-19,19,0,0,0
2152,0:04:41,0:05:03,0:04:41,,,,,,female,60+,22,0,0,0
2153,0:04:44,0:05:09,,,,,,,female,40-59,25,0,0,0
2154,0:04:45,0:05:03,,,,,,,male,60+,18,0,0,0
2161,0:04:58,0:06:14,0:04:58,,,,,,female,60+,76,0,0,0
2162,0:05:01,0:05:54,,,,,,,male,60+,53,0,0,0
2167,0:05:05,0:05:59,,,0:05:14,,,,female,60+,54,0,0,0
2169,0:05:08,0:29:35,,,0:26:11,0:28:48,0:25:24,0:25:25,female,20-39,1467,0,157,1
2173,0:05:12,0:06:25,,,,,0:06:03,0:06:02,female,60+,73,0,0,0
2174,0:05:14,0:05:46,,,,,,,male,60+,32,0,0,0
2176,0:05:16,0:05:36,,,,,,,male,0-19,20,0,0,0
2177,0:05:16,0:07:38,,,0:07:02,0:07:16,0:06:14,0:06:44,female,60+,142,0,14,30
2178,0:05:19,0:05:47,,,,,0:05:19,,male,20-39,28,0,0,0
2180,0:05:23,0:05:48,,,,,,,female,60+,25,0,0,0
2182,0:05:25,0:10:15,,,0:09:22,0:09:41,,,male,0-19,290,0,19,0
2185,0:05:28,0:09:18,0:06:18,0:06:11,,,,,female,60+,230,0,0,0
2187,0:05:33,0:06:22,,,,,0:05:33,,female,60+,49,0,0,0
2188,0:05:35,0:07:43,,,0:06:15,0:07:01,0:07:06,,male,60+,128,0,46,0
2189,0:05:38,0:06:00,,,,,,,male,60+,22,0,0,0
2190,0:05:38,0:09:43,,,0:07:11,0:07:12,0:07:27,,female,60+,245,0,1,0
2193,0:05:41,0:07:53,,,0:06:30,0:07:30,,,male,60+,132,0,60,0
2196,0:05:49,0:08:33,,,,,,,female,60+,164,0,0,0
2197,0:05:51,0:06:40,,,,,,,male,60+,49,0,0,0
2199,0:05:52,0:06:22,,,,,0:05:52,,male,60+,30,0,0,0
2200,0:05:56,0:29:57,0:10:34,0:28:37,,,0:29:32,0:29:34,male,60+,1441,1083,0,2
2201,0:05:57,0:06:27,,,,,,,male,0-19,30,0,0,0
2202,0:06:00,0:07:20,,,0:06:00,0:07:01,,,male,60+,80,0,61,0
2208,0:06:08,1:01:04,,,,,,,male,20-39,3296,0,0,0
2210,0:06:14,0:15:19,,,0:10:41,0:12:37,0:06:15,0:07:17,male,60+,545,0,116,62
2212,0:06:21,0:09:00,,,,,,,male,60+,159,0,0,0
2213,0:06:25,0:07:30,,,,,,,female,60+,65,0,0,0
2220,0:06:30,0:06:52,,,0:06:30,,,,female,60+,22,0,0,0
2221,0:06:31,0:06:52,,,,,,,male,20-39,21,0,0,0
2224,0:06:33,0:08:03,,,,0:07:34,0:06:34,,male,20-39,90,0,454,0
2229,0:06:37,0:06:58,,,,,0:06:37,,male,20-39,21,0,0,0
2230,0:06:38,0:20:28,,,,,,,male,60+,830,0,0,0
2232,0:06:40,0:09:27,0:07:06,0:08:07,,,0:08:58,0:09:01,female,40-59,167,61,0,3
2240,0:06:46,0:08:46,,,,,0:06:47,,female,60+,120,0,0,0
2241,0:06:47,0:07:15,,,,,,,male,0-19,28,0,0,0
2242,0:06:48,0:07:06,,,,,,,female,60+,18,0,0,0
2244,0:06:54,0:07:27,,,,,0:06:54,,male,60+,33,0,0,0
2245,0:06:55,0:07:25,,,0:07:04,,,,female,20-39,30,0,0,0
2252,0:07:08,0:08:18,,,,,,,male,60+,70,0,0,0
2254,0:07:09,0:08:52,,,,,0:08:04,0:08:00,female,20-39,103,0,0,0
2255,0:07:11,0:07:41,,,,,,,male,60+,30,0,0,0
2258,0:07:15,0:08:16,,,,,0:07:41,,male,60+,61,0,0,0
2259,0:07:18,0:07:41,,,,,0:07:19,,female,20-39,23,0,0,0
2262,0:07:24,0:08:07,,,,,,,male,60+,43,0,0,0
2263,0:07:25,0:09:37,0:07:25,,,,,,female,60+,132,0,0,0
2265,0:07:28,0:15:12,,,,,,,male,60+,464,0,0,0
2266,0:07:29,0:08:04,0:07:29,,,,,,male,60+,35,0,0,0
2273,0:07:35,0:13:10,,,,,,,female,60+,335,0,0,0
2274,0:07:41,0:08:33,,,,,,,female,60+,52,0,0,0
2275,0:07:44,0:08:11,0:07:49,0:07:47,,,,,male,20-39,27,0,0,0
2279,0:07:55,0:09:21,,,,,,,female,60+,86,0,0,0
2280,0:07:57,0:08:21,,,,,0:07:57,,female,60+,24,0,0,0
2287,0:08:10,0:09:24,,,,,0:08:47,0:08:48,male,60+,74,0,0,1
2291,0:08:17,0:09:21,,,,,,,male,60+,64,0,0,0
2296,0:08:23,0:09:15,,,,,,,male,60+,52,0,0,0
2298,0:08:24,0:08:47,,,,,,,male,60+,23,0,0,0
2299,0:08:25,0:08:54,,,,,0:08:25,,male,60+,29,0,0,0
2300,0:08:27,0:09:26,,,,,,,female,60+,59,0,0,0
2301,0:08:29,0:33:43,0:33:19,,,,0:09:24,0:27:06,female,60+,1514,0,0,1062
2302,0:08:36,0:09:39,,,,,,,male,60+,63,0,0,0
2304,0:08:39,0:09:01,,,,,,,male,60+,22,0,0,0
2306,0:08:41,0:09:25,,,,,,,female,60+,44,0,0,0
2309,0:08:49,0:09:41,,,,,,,female,40-59,52,0,0,0
2310,0:08:51,0:28:01,0:11:47,0:12:15,0:27:28,,0:10:35,0:10:39,female,60+,1150,28,0,4
2312,0:08:54,0:11:15,,,0:09:01,0:10:02,,,female,60+,141,0,61,0
2313,0:08:56,0:12:53,,,,,0:11:32,,male,60+,237,0,0,0
2315,0:09:02,0:09:28,,,,,0:09:03,0:09:03,male,60+,26,0,0,0
2317,0:09:04,0:10:47,,,,,,,female,60+,103,0,0,0
2319,0:09:06,0:09:54,0:09:06,,,,,,male,60+,48,0,0,0
2321,0:09:08,0:10:49,,,,,0:09:09,0:10:26,female,40-59,101,0,0,77
2322,0:09:10,,,,,,1:01:22,1:01:14,male,60+,0,0,0,0
2323,0:09:11,0:09:35,,,,,,,female,60+,24,0,0,0
2324,0:09:12,0:11:17,,,0:09:18,0:09:59,,,male,20-39,125,0,41,0
2325,0:09:14,0:09:59,,,,,,,male,60+,45,0,0,0
2332,0:09:30,0:14:07,,,0:12:02,0:13:02,,,female,60+,277,0,60,0
2333,0:09:32,0:09:54,,,,,,,male,60+,22,0,0,0
2334,0:09:38,0:29:34,0:14:50,0:27:17,0:09:48,0:10:52,0:14:25,0:14:26,male,60+,1196,747,64,1
2338,0:09:45,0:11:21,,,,,,,male,60+,96,0,0,0
2339,0:09:47,0:12:02,,,0:09:54,0:10:52,,,male,20-39,135,0,58,0
2341,0:09:51,0:11:20,,,,,,,male,60+,89,0,0,0
2342,0:09:53,0:36:30,,,,,0:32:49,0:32:34,male,60+,1597,0,0,0
2343,0:09:56,0:16:57,0:14:27,0:14:43,,,,,male,60+,421,16,0,0
2345,0:09:58,0:15:08,0:11:48,0:13:56,0:14:04,0:10:44,,,male,20-39,310,128,0,0
2346,0:10:01,0:11:03,,,,,,,male,60+,62,0,0,0
2348,0:10:04,0:10:35,,,,,,,male,60+,31,0,0,0
2350,0:10:08,0:22:56,0:10:23,0:10:30,0:21:57,0:22:29,0:19:37,0:20:20,male,60+,768,7,32,43
2351,0:10:10,0:12:10,,,,,0:10:11,0:10:52,female,60+,120,0,0,41
2352,0:10:11,0:10:51,,,,,,,male,60+,40,0,0,0
2354,0:10:13,0:11:15,,,,,0:10:35,0:10:21,male,60+,62,0,0,0
2356,0:10:14,0:12:55,0:12:21,0:12:31,,,,,male,60+,161,10,0,0
2357,0:10:15,0:10:42,,,,,0:10:15,,male,60+,27,0,0,0
2358,0:10:16,0:10:41,,,,,,,female,20-39,25,0,0,0
2359,0:10:17,0:15:31,,,0:10:46,0:12:55,,,male,60+,314,0,129,0
2364,0:10:23,0:10:47,,,,,,,male,60+,24,0,0,0
2366,0:10:25,0:10:48,,,,,,,male,60+,23,0,0,0
2368,0:10:27,0:15:01,0:11:39,0:14:05,,,,,female,60+,274,146,0,0
2369,0:10:32,0:12:35,,,,,0:10:32,0:12:03,male,60+,123,0,0,91
2370,0:10:33,0:14:03,0:10:34,0:12:29,,,,,male,60+,210,115,0,0
2374,0:10:38,0:11:50,0:11:21,0:11:14,,,,,male,20-39,72,0,0,0
2376,0:10:46,0:11:08,,,,,,,female,60+,22,0,0,0
2379,0:10:50,0:11:40,,,,,,,female,60+,50,0,0,0
2382,0:10:54,0:12:49,,,,,,,male,60+,115,0,0,0
2385,0:10:58,0:12:23,,,,,,,female,20-39,85,0,0,0
2387,0:11:02,0:11:29,,,,,,,male,60+,27,0,0,0
2389,0:11:03,0:11:30,0:11:03,,,,,,female,60+,27,0,0,0
2391,0:11:06,0:11:35,,,,,,,male,60+,29,0,0,0
2392,0:11:09,0:13:08,,,,,0:11:34,0:11:47,male,20-39,119,0,0,13
2393,0:11:11,0:12:10,,,,,,,male,20-39,59,0,0,0
2397,0:11:17,0:16:36,,,,,,,male,60+,319,0,0,0
2403,0:11:23,0:12:18,,,,,,,male,60+,55,0,0,0
2404,0:11:24,0:12:04,,,,,,,male,60+,40,0,0,0
2405,0:11:27,0:12:28,,,,,,,male,60+,61,0,0,0
2406,0:11:28,0:11:52,,,,,0:11:30,,male,60+,24,0,0,0
2410,0:11:36,0:11:58,,,0:11:36,,,,female,20-39,22,0,0,0
2411,0:11:38,0:15:22,,,,,,,female,20-39,224,0,0,0
2422,0:11:53,0:32:51,0:30:35,0:30:37,,,0:14:20,0:14:21,female,60+,1258,2,0,1
2423,0:11:56,0:12:24,0:11:57,,,,,,female,20-39,28,0,0,0
2424,0:12:04,0:13:47,,,,,0:12:45,0:12:27,male,60+,103,0,0,0
2425,0:12:07,0:13:05,,,,,0:12:39,,male,60+,58,0,0,0
2431,0:12:21,0:14:08,0:12:21,0:12:24,,,0:13:42,0:13:43,male,60+,107,3,0,1
2442,0:12:27,0:13:29,,,,,,,male,60+,62,0,0,0
2445,0:12:32,0:12:54,,,0:12:33,,,,male,60+,22,0,0,0
2449,0:12:36,0:14:17,0:12:37,0:13:56,,,,,male,60+,101,79,0,0
2450,0:12:40,0:13:07,,,,,,,female,60+,27,0,0,0
2452,0:12:42,0:31:49,0:25:09,0:28:41,,,,,male,60+,1147,212,0,0
2453,0:12:44,0:14:04,,,,,0:13:14,0:13:37,male,60+,80,0,0,23
2460,0:12:47,0:14:08,,,,,,,male,60+,81,0,0,0
2461,0:12:48,0:13:37,,,,,,,male,60+,49,0,0,0
2462,0:12:50,0:17:08,0:16:22,0:16:18,,,0:12:50,0:14:28,male,60+,258,0,0,98
2468,0:13:02,0:13:24,,,,,,,male,60+,22,0,0,0
2469,0:13:04,0:13:24,,,,,,,male,60+,20,0,0,0
2471,0:13:06,0:13:26,0:13:07,,,,,,male,60+,20,0,0,0
2475,0:13:16,0:17:40,,,,,,,male,60+,264,0,0,0
2477,0:13:20,0:14:16,,,,,,,male,0-19,56,0,0,0
2478,0:13:23,0:16:41,,,0:14:08,0:15:06,,,female,60+,198,0,58,0
2480,0:13:25,0:13:53,0:13:33,,,,,,female,60+,28,0,0,0
2483,0:13:28,0:13:50,0:13:28,,,,,,male,60+,22,0,0,0
2484,0:13:29,0:15:11,,,,,,,female,60+,102,0,0,0
2485,0:13:31,0:13:59,,,,,,,male,20-39,28,0,0,0
2494,0:13:41,0:14:35,,,,,,,male,60+,54,0,0,0
2498,0:13:47,0:15:13,0:13:49,,,,,,female,60+,86,0,0,0
2501,0:13:50,0:14:42,,,,,0:13:50,0:14:23,male,20-39,52,0,0,33
2507,0:13:56,0:14:21,,,,,,,male,0-19,25,0,0,0
2508,0:13:59,0:15:06,0:13:59,0:14:07,,,,,male,60+,67,8,0,0
2513,0:14:11,0:14:34,,,,,,,male,60+,23,0,0,0
2514,0:14:12,0:14:43,,,0:14:13,,,,male,20-39,31,0,0,0
2515,0:14:12,0:15:04,,,,,,,male,60+,52,0,0,0
2519,0:14:16,0:14:41,,,,,,,male,0-19,25,0,0,0
2521,0:14:19,0:15:13,0:14:37,0:14:22,,,,,female,60+,54,0,0,0
2534,0:14:28,0:14:51,,,,,,,male,60+,23,0,0,0
2536,0:14:30,0:22:25,,,,,,,male,20-39,475,0,0,0
2539,0:14:33,0:14:53,,,,,,,female,60+,20,0,0,0
2541,0:14:36,0:14:56,,,,,,,male,60+,20,0,0,0
2553,0:14:47,0:16:03,,,,,,,male,60+,76,0,0,0
2554,0:14:48,0:16:58,0:14:48,,,,,,female,60+,130,0,0,0
2555,0:14:49,0:15:11,,,,,,,male,60+,22,0,0,0
2558,0:14:54,0:15:43,,,,,,,female,40-59,49,0,0,0
2561,0:14:58,0:16:08,,,,,0:14:58,0:15:43,female,60+,70,0,0,45
2563,0:15:00,0:16:02,,,,,,,male,60+,62,0,0,0
2564,0:15:01,0:16:13,,,,,,,male,20-39,72,0,0,0
2565,0:15:04,0:37:35,,,,,,,male,20-39,1351,0,0,0
2566,0:15:14,0:22:08,,,0:15:35,0:15:36,0:20:45,0:20:44,male,0-19,414,0,1,0
2568,0:15:16,0:17:33,0:15:17,,,,,,female,60+,137,0,0,0
2570,0:15:18,0:20:03,,,0:15:18,0:15:36,,,male,60+,285,0,18,0
2575,0:15:26,0:16:36,,,,,,,female,60+,70,0,0,0
2576,0:15:27,0:16:18,0:15:34,,,,,,female,60+,51,0,0,0
2577,0:15:30,0:16:22,,,0:15:36,0:15:37,,,male,20-39,52,0,1,0
2581,0:15:39,0:16:24,,,,,,,female,20-39,45,0,0,0
2582,0:15:42,0:17:53,0:15:44,0:17:07,,,,,male,60+,131,83,0,0
2583,0:15:45,0:16:40,,,,,0:15:45,,female,60+,55,0,0,0
2584,0:15:50,0:16:39,,,,,,,male,60+,49,0,0,0
2585,0:15:52,0:16:18,,,,,,,female,60+,26,0,0,0
2588,0:15:57,0:32:10,0:25:38,0:19:32,0:21:22,0:22:47,0:24:22,0:30:22,male,60+,973,0,85,360
2593,0:16:04,0:27:13,0:16:05,,,,,,female,60+,669,0,0,0
2594,0:16:07,0:28:56,,,,,,,male,60+,769,0,0,0
2598,0:16:11,0:16:31,,,,,,,male,60+,20,0,0,0
2602,0:16:15,0:16:42,0:16:15,,,,,,male,60+,27,0,0,0
2603,0:16:22,0:23:26,,,0:22:04,0:22:06,,,male,60+,424,0,2,0
2607,0:16:28,0:18:19,,,,,,,female,60+,111,0,0,0
2611,0:16:33,0:23:50,0:18:39,0:18:52,0:20:44,0:22:32,,,female,20-39,437,13,108,0
2616,0:16:38,0:17:01,,,,,,,female,20-39,23,0,0,0
2617,0:16:39,0:19:32,0:18:50,,,,,,female,20-39,173,0,0,0
2619,0:16:41,0:20:28,,,0:18:14,,,,female,20-39,227,0,0,0
2620,0:16:43,0:17:09,,,,,,,male,20-39,26,0,0,0
2621,0:16:45,0:17:24,0:17:01,0:16:54,,,,,male,60+,39,0,0,0
2622,0:16:46,0:19:17,,,,,,,male,60+,151,0,0,0
2623,0:16:47,0:19:08,,,,,,,male,60+,141,0,0,0
2628,0:16:53,0:30:25,0:18:39,0:19:00,,,,,female,60+,812,21,0,0
2633,0:17:00,0:17:44,,,,,,,male,20-39,44,0,0,0
2638,0:17:07,0:19:33,,,0:18:44,0:19:08,,,male,60+,146,0,24,0
2642,0:17:10,0:22:22,,,,,,,male,60+,312,0,0,0
2643,0:17:11,0:18:08,,,,,,,male,60+,57,0,0,0
2645,0:17:14,0:20:11,,,0:17:22,0:18:47,0:19:01,0:19:02,male,60+,177,0,85,1
2650,0:17:16,0:21:58,,,0:20:58,0:21:29,,,male,60+,282,0,31,0
2652,0:17:17,0:17:47,0:17:17,,,,,,female,40-59,30,0,0,0
2655,0:17:18,0:18:34,,,,,0:17:18,0:17:41,male,60+,76,0,0,23
2657,0:17:24,0:20:13,,,,,,,female,60+,169,0,0,0
2659,0:17:25,0:20:12,,,0:17:30,0:18:54,,,female,60+,167,0,84,0
2660,0:17:26,0:17:51,,,,,,,female,20-39,25,0,0,0
2661,0:17:27,0:17:57,,,,,,,male,20-39,30,0,0,0
2664,0:17:31,0:22:26,,,,,0:21:49,0:21:45,male,60+,295,0,0,0
2666,0:17:34,0:20:26,,,,,,,male,20-39,172,0,0,0
2675,0:17:38,0:18:09,0:17:38,,,,,,male,60+,31,0,0,0
2681,0:17:42,0:19:02,0:17:42,0:18:37,,,,,male,60+,80,55,0,0
2682,0:17:43,0:19:35,,,0:17:59,,,,male,60+,112,0,0,0
2688,0:17:49,0:22:21,,,0:19:11,0:19:14,,,female,20-39,272,0,3,0
2690,0:17:50,0:18:25,,,0:17:50,,,,male,60+,35,0,0,0
2691,0:17:51,0:19:42,,,,,0:18:01,0:19:17,male,60+,111,0,0,76
2692,0:17:54,0:18:54,,,0:18:28,,,,male,60+,60,0,0,0
2694,0:17:55,0:21:15,,,,,,,male,20-39,200,0,0,0
2695,0:17:59,0:18:54,,,0:18:17,,,,male,60+,55,0,0,0
2697,0:18:00,0:18:53,,,,,,,female,60+,53,0,0,0
2699,0:18:03,0:18:33,,,,,,,male,60+,30,0,0,0
2700,0:18:04,0:19:05,,,0:18:22,0:18:17,,,female,60+,61,0,0,0
2703,0:18:05,0:18:34,,,,,0:18:07,,male,60+,29,0,0,0
